INSERT into tentor (id_tentor, alamat_tentor, nama_tentor, tanggal_t) VALUES
('472896','lily','kartika','2016-11-26'),
('447252','melati','indah','2024-02-11'),
('645566','mawar','budi','2021-12-14'),
('159557','anggrek','mira','2017-03-16'),
('832953','cempaka','citra','2014-08-06'),
('957800','anggrek','hendra','2025-11-25'),
('307671','bougenville','wawan','2023-09-04'),
('616952','teratai','dewi','2016-09-01'),
('950705','kenanga','ayu','2011-07-26'),
('440552','melati','wawan','2024-02-17'),
('791889','sakura','gita','2022-10-11'),
('675696','teratai','vina','2024-07-28'),
('512572','kenanga','kartika','2017-07-20'),
('194373','melati','hendra','2019-04-04'),
('706460','melati','utami','2013-12-03'),
('371409','mawar','ayu','2021-12-12'),
('763213','mawar','sari','2020-10-30'),
('983534','teratai','eka','2015-09-01'),
('374592','lily','utami','2010-10-03'),
('893161','flamboyan','dewi','2025-11-18'),
('323385','flamboyan','dewi','2022-12-18'),
('674064','cempaka','dewi','2021-02-11'),
('065479','anggrek','hendra','2013-07-23'),
('498956','sakura','tono','2022-02-07'),
('832788','cempaka','mira','2025-08-11'),
('588684','bougenville','lia','2018-10-29'),
('617994','teratai','ayu','2020-03-24'),
('527352','flamboyan','fajar','2020-08-06'),
('684195','sakura','kartika','2018-11-13'),
('360777','mawar','nanda','2013-03-03'),
('791933','flamboyan','ayu','2022-10-28'),
('329118','teratai','eka','2010-06-28'),
('245950','mawar','rudi','2020-01-27'),
('870597','lily','tono','2012-03-22'),
('298271','cempaka','indah','2021-11-05'),
('239081','flamboyan','sari','2015-03-11'),
('032869','anggrek','fajar','2017-07-28'),
('529581','bougenville','hendra','2011-12-02'),
('396454','melati','hendra','2021-12-13'),
('582658','flamboyan','dewi','2025-02-08'),
('568662','bougenville','utami','2020-04-08'),
('884210','flamboyan','gita','2014-10-11'),
('656777','mawar','utami','2022-09-29'),
('992932','mawar','eka','2025-10-14'),
('370099','lily','sari','2010-06-23'),
('595448','sakura','tono','2014-02-20'),
('001415','sakura','fajar','2017-10-10'),
('633420','kenanga','lia','2011-04-29'),
('289239','sakura','rudi','2018-10-18'),
('245914','cempaka','dewi','2023-07-05'),
('948138','flamboyan','gita','2011-03-19'),
('853354','teratai','joko','2012-03-24'),
('868232','kenanga','mira','2012-05-21'),
('890344','flamboyan','kartika','2021-06-21'),
('989436','melati','nanda','2022-06-24'),
('874603','anggrek','mira','2019-08-17'),
('166452','lily','utami','2021-05-30'),
('566337','bougenville','nanda','2025-06-05'),
('155930','flamboyan','hendra','2014-10-04'),
('951914','kenanga','lia','2015-09-22'),
('979120','anggrek','ayu','2015-06-15'),
('998725','cempaka','eka','2017-07-25'),
('412311','teratai','gita','2011-11-26'),
('128259','bougenville','indah','2024-02-05'),
('947180','teratai','sari','2016-11-22'),
('155378','melati','joko','2014-12-14'),
('660684','bougenville','joko','2016-06-09'),
('407933','flamboyan','citra','2024-07-14'),
('981313','bougenville','dewi','2019-08-09'),
('077450','mawar','budi','2011-07-19'),
('454967','lily','budi','2018-12-20'),
('490170','lily','sari','2018-03-06'),
('932021','lily','tono','2018-03-19'),
('194626','anggrek','citra','2024-07-26'),
('636593','melati','indah','2011-09-15'),
('185007','mawar','utami','2021-04-26'),
('928070','lily','lia','2020-11-11'),
('336604','kenanga','tono','2020-09-01'),
('211877','teratai','kartika','2011-06-21'),
('434503','kenanga','tono','2021-02-19'),
('193956','sakura','kartika','2021-12-12'),
('276354','kenanga','wawan','2013-02-28'),
('829458','kenanga','utami','2010-04-12'),
('831563','mawar','fajar','2017-04-22'),
('233821','bougenville','ayu','2015-02-17'),
('848733','sakura','vina','2010-05-23'),
('099770','lily','citra','2021-11-18'),
('674604','lily','lia','2016-12-25'),
('284155','sakura','dewi','2019-04-09'),
('885714','flamboyan','budi','2022-01-01'),
('971992','bougenville','gita','2014-12-14'),
('130762','cempaka','lia','2011-04-23'),
('355923','mawar','rudi','2013-07-26'),
('833048','teratai','utami','2014-05-23'),
('365999','lily','joko','2010-02-11'),
('552534','mawar','budi','2019-07-15'),
('211178','cempaka','gita','2024-08-23'),
('220953','melati','tono','2015-01-22'),
('731464','mawar','mira','2012-03-30'),
('316952','lily','tono','2015-08-31'),
('671293','mawar','vina','2019-08-01'),
('699804','mawar','fajar','2012-03-30'),
('741481','anggrek','ayu','2018-12-11'),
('561926','melati','nanda','2023-06-30'),
('891389','bougenville','kartika','2013-11-25'),
('855564','kenanga','gita','2023-03-06'),
('017786','kenanga','citra','2018-08-17'),
('107992','kenanga','mira','2013-10-04'),
('658229','bougenville','dewi','2021-09-06'),
('633946','cempaka','fajar','2018-06-29'),
('516382','anggrek','vina','2019-03-02'),
('172193','melati','fajar','2023-04-23'),
('591324','sakura','fajar','2011-09-07'),
('811999','kenanga','joko','2010-01-01'),
('802622','kenanga','ayu','2023-10-20'),
('611970','melati','hendra','2022-12-24'),
('452869','mawar','hendra','2010-08-21'),
('399180','flamboyan','joko','2012-11-28'),
('167043','sakura','citra','2015-08-28'),
('392306','kenanga','budi','2023-07-10'),
('742417','teratai','tono','2015-06-12'),
('514816','melati','dewi','2024-08-10'),
('030001','cempaka','sari','2012-11-16'),
('319586','kenanga','citra','2013-11-07'),
('363060','flamboyan','nanda','2025-01-24'),
('658414','cempaka','budi','2012-07-12'),
('275613','kenanga','lia','2023-10-09'),
('725624','anggrek','indah','2023-09-13'),
('213502','teratai','dewi','2014-01-09'),
('958462','teratai','indah','2010-10-08'),
('809077','melati','lia','2019-01-25'),
('816925','bougenville','lia','2013-05-25'),
('013561','teratai','nanda','2011-10-17'),
('767946','melati','joko','2018-07-17'),
('644059','anggrek','utami','2011-08-27'),
('249476','bougenville','joko','2014-12-01'),
('573935','cempaka','utami','2011-02-17'),
('923227','bougenville','gita','2012-06-26'),
('027396','flamboyan','rudi','2015-09-09'),
('553677','kenanga','kartika','2019-11-03'),
('965226','flamboyan','citra','2019-12-01'),
('973975','kenanga','kartika','2010-05-01'),
('944529','bougenville','hendra','2012-09-18'),
('839918','flamboyan','indah','2023-06-28'),
('853897','mawar','wawan','2011-07-17'),
('108640','lily','vina','2015-08-06'),
('632183','flamboyan','wawan','2016-11-29'),
('428972','flamboyan','eka','2013-11-13'),
('169112','anggrek','gita','2011-08-18'),
('941727','flamboyan','lia','2014-05-14'),
('239025','flamboyan','tono','2022-09-12'),
('598478','cempaka','hendra','2012-08-16'),
('225948','lily','tono','2014-11-10'),
('733019','anggrek','utami','2012-05-02'),
('993034','lily','eka','2018-11-08'),
('206418','kenanga','sari','2014-06-22'),
('898413','anggrek','vina','2017-08-08'),
('892201','kenanga','citra','2021-06-02'),
('291698','flamboyan','wawan','2021-11-24'),
('381494','mawar','sari','2021-07-07'),
('549903','mawar','dewi','2025-01-06'),
('152097','kenanga','dewi','2013-04-12'),
('854493','kenanga','indah','2019-09-25'),
('256041','teratai','wawan','2015-03-24'),
('790881','teratai','citra','2012-07-17'),
('466004','flamboyan','vina','2018-03-21'),
('081892','flamboyan','wawan','2018-12-27'),
('199639','mawar','eka','2016-03-15'),
('813998','lily','fajar','2013-10-08'),
('406820','teratai','indah','2025-02-10'),
('482989','bougenville','vina','2020-11-02'),
('648145','anggrek','gita','2012-07-07'),
('118002','kenanga','wawan','2016-04-25'),
('896074','lily','hendra','2024-08-02'),
('774229','mawar','sari','2020-01-04'),
('832566','teratai','joko','2012-06-12'),
('433773','melati','sari','2016-02-14'),
('672612','teratai','kartika','2022-09-19'),
('594118','mawar','eka','2021-02-08'),
('219830','teratai','lia','2023-01-09'),
('765204','kenanga','ayu','2022-10-19'),
('669461','bougenville','tono','2015-06-12'),
('495859','sakura','ayu','2018-02-27'),
('428397','mawar','wawan','2011-02-20'),
('683271','teratai','wawan','2025-03-20'),
('004526','sakura','vina','2021-01-30'),
('720645','teratai','nanda','2023-03-08'),
('985348','sakura','hendra','2016-12-03'),
('160592','lily','fajar','2017-10-20'),
('265466','kenanga','gita','2022-07-28'),
('776740','melati','lia','2014-06-12'),
('456604','lily','ayu','2014-10-25'),
('669583','melati','nanda','2014-07-08'),
('721471','teratai','mira','2011-08-15'),
('015442','anggrek','hendra','2013-08-24'),
('068381','cempaka','budi','2014-08-02'),
('169148','teratai','fajar','2016-06-05'),
('162175','kenanga','kartika','2010-04-20'),
('563824','anggrek','tono','2011-06-02'),
('788426','melati','indah','2017-01-30'),
('360544','anggrek','nanda','2023-03-10'),
('354079','cempaka','vina','2019-06-17'),
('460235','bougenville','sari','2016-01-06'),
('627306','teratai','utami','2016-12-06'),
('421329','sakura','vina','2019-07-04'),
('570181','melati','citra','2021-10-17'),
('692180','teratai','rudi','2022-05-18'),
('772689','kenanga','rudi','2024-03-20'),
('760369','melati','dewi','2010-04-15'),
('122186','kenanga','mira','2023-06-24'),
('035727','sakura','joko','2015-01-05'),
('292007','bougenville','citra','2011-05-21'),
('975718','anggrek','wawan','2016-10-29'),
('732758','flamboyan','lia','2014-05-09'),
('538346','teratai','budi','2012-02-19'),
('822226','melati','indah','2020-07-15'),
('119889','teratai','gita','2015-08-22'),
('069038','anggrek','mira','2016-11-17'),
('418998','kenanga','budi','2020-03-28'),
('736387','teratai','eka','2023-03-28'),
('997792','melati','vina','2019-02-15'),
('977843','melati','fajar','2011-09-21'),
('909054','anggrek','budi','2015-04-29'),
('674660','kenanga','citra','2021-08-09'),
('124041','anggrek','indah','2022-08-01'),
('308952','flamboyan','hendra','2016-01-09'),
('307132','melati','utami','2015-12-22'),
('187803','lily','lia','2012-10-31'),
('618733','melati','hendra','2017-10-08'),
('740783','flamboyan','eka','2013-12-25'),
('340268','mawar','hendra','2014-06-11'),
('796202','sakura','gita','2024-04-21'),
('389998','sakura','joko','2017-07-18'),
('766504','teratai','gita','2020-08-03'),
('008967','mawar','dewi','2018-09-01'),
('585467','lily','mira','2020-01-17'),
('800357','melati','vina','2016-08-18'),
('886259','flamboyan','fajar','2016-01-30'),
('786989','kenanga','eka','2018-01-05'),
('606065','flamboyan','gita','2025-03-19'),
('103314','melati','utami','2025-12-29'),
('880695','kenanga','mira','2017-08-08'),
('352655','kenanga','citra','2016-12-07'),
('537285','teratai','eka','2024-10-12'),
('901752','flamboyan','citra','2021-01-15'),
('076700','lily','hendra','2022-03-08'),
('983713','bougenville','utami','2015-12-02'),
('769158','sakura','eka','2011-11-13'),
('782923','sakura','tono','2014-06-10'),
('989383','kenanga','fajar','2024-06-04'),
('374521','mawar','wawan','2023-02-01'),
('979821','melati','hendra','2010-04-22'),
('603768','kenanga','hendra','2019-08-24'),
('502051','bougenville','utami','2020-10-09'),
('052781','melati','tono','2010-03-04'),
('959888','sakura','dewi','2020-03-13'),
('047945','mawar','kartika','2025-11-10'),
('021823','cempaka','dewi','2023-12-11'),
('345806','anggrek','gita','2010-09-02'),
('033852','sakura','sari','2024-06-21'),
('077716','mawar','ayu','2022-07-06'),
('226455','mawar','lia','2025-04-04'),
('130034','bougenville','mira','2023-03-11'),
('923932','lily','kartika','2012-08-04'),
('542062','melati','dewi','2011-01-15'),
('255352','kenanga','indah','2020-08-06'),
('879620','mawar','dewi','2014-10-04'),
('927889','lily','sari','2017-02-18'),
('733733','mawar','gita','2011-12-12'),
('129891','kenanga','gita','2010-07-22'),
('264440','teratai','budi','2023-11-02'),
('344268','anggrek','eka','2024-08-22'),
('480524','anggrek','nanda','2010-09-06'),
('244839','teratai','budi','2020-10-19'),
('656762','anggrek','utami','2017-07-17'),
('346189','sakura','hendra','2021-05-01'),
('820648','bougenville','vina','2024-12-12'),
('558488','cempaka','joko','2010-11-20'),
('350296','sakura','dewi','2011-05-12'),
('554616','melati','gita','2017-03-11'),
('307693','mawar','budi','2013-09-05'),
('663630','teratai','fajar','2017-01-04'),
('364684','flamboyan','gita','2015-03-09'),
('722363','flamboyan','budi','2017-04-11'),
('232243','kenanga','indah','2019-10-09'),
('115602','melati','eka','2023-09-17'),
('011815','kenanga','fajar','2012-12-01'),
('442186','mawar','gita','2021-09-26'),
('529770','teratai','indah','2012-05-02'),
('162327','flamboyan','mira','2024-11-25'),
('754243','lily','mira','2011-08-12'),
('630568','teratai','vina','2022-10-04'),
('467291','anggrek','nanda','2022-03-24'),
('342469','flamboyan','utami','2022-05-13'),
('962488','cempaka','wawan','2020-03-12'),
('257261','lily','gita','2025-09-03'),
('529642','bougenville','vina','2019-12-07'),
('631807','anggrek','lia','2020-11-01'),
('033904','sakura','lia','2025-07-29'),
('240641','teratai','kartika','2014-03-11'),
('295001','bougenville','kartika','2016-05-31'),
('618893','kenanga','rudi','2016-03-02'),
('737722','kenanga','joko','2025-10-16'),
('381709','cempaka','joko','2023-10-15'),
('040635','melati','lia','2015-04-08'),
('725690','cempaka','sari','2020-09-18'),
('157154','mawar','eka','2019-10-21'),
('208987','anggrek','dewi','2011-05-20'),
('709434','melati','wawan','2020-03-25'),
('412264','lily','rudi','2016-05-01'),
('494359','flamboyan','hendra','2018-06-25'),
('870307','anggrek','budi','2010-01-02'),
('395015','sakura','wawan','2013-12-26'),
('318968','sakura','ayu','2014-02-22'),
('087144','lily','fajar','2013-08-02'),
('825850','kenanga','citra','2017-12-01'),
('087081','mawar','indah','2013-12-01'),
('555875','cempaka','utami','2021-11-26'),
('208458','sakura','dewi','2013-06-07'),
('702492','sakura','indah','2025-04-06'),
('151655','cempaka','rudi','2021-07-28'),
('883715','teratai','joko','2011-05-01'),
('821786','mawar','vina','2025-12-26'),
('871766','bougenville','tono','2021-07-21'),
('859870','sakura','ayu','2019-08-03'),
('751604','bougenville','eka','2020-09-16'),
('376848','melati','lia','2024-05-15'),
('915960','sakura','tono','2022-12-07'),
('857550','lily','hendra','2025-03-17'),
('172161','flamboyan','wawan','2011-01-28'),
('325542','melati','hendra','2019-09-23'),
('275501','flamboyan','kartika','2022-09-26'),
('370851','melati','nanda','2014-03-24'),
('793093','melati','joko','2014-05-29'),
('356923','sakura','indah','2010-06-09'),
('381040','flamboyan','fajar','2013-04-19'),
('535816','mawar','rudi','2019-10-30'),
('768065','teratai','utami','2018-04-15'),
('433526','teratai','mira','2012-04-16'),
('033035','anggrek','fajar','2012-01-21'),
('811748','anggrek','nanda','2019-03-05'),
('403057','mawar','lia','2020-05-12'),
('809826','bougenville','tono','2010-09-30'),
('703178','kenanga','fajar','2018-12-04'),
('536639','cempaka','rudi','2014-04-04'),
('435982','cempaka','wawan','2014-10-20'),
('171190','sakura','sari','2021-05-26'),
('843427','teratai','hendra','2013-09-12'),
('007399','kenanga','ayu','2013-11-12'),
('861721','kenanga','utami','2011-07-12'),
('821355','kenanga','tono','2024-01-08'),
('616311','sakura','budi','2017-09-14'),
('550853','teratai','budi','2016-09-12'),
('883274','bougenville','lia','2015-01-07'),
('796704','teratai','eka','2022-08-06'),
('225198','anggrek','nanda','2025-07-29'),
('697407','melati','utami','2024-02-13'),
('717438','cempaka','nanda','2025-10-13'),
('935405','cempaka','lia','2019-02-03'),
('364406','cempaka','indah','2023-05-23'),
('960200','kenanga','lia','2025-06-28'),
('331436','kenanga','lia','2024-10-13'),
('061164','anggrek','indah','2016-11-25'),
('996948','kenanga','vina','2025-03-01'),
('786584','bougenville','wawan','2025-04-02'),
('308784','cempaka','hendra','2024-12-27'),
('536727','teratai','nanda','2011-03-23'),
('082480','kenanga','vina','2011-02-01'),
('386959','lily','citra','2022-06-06'),
('616819','bougenville','kartika','2017-12-25'),
('134532','bougenville','indah','2011-07-13'),
('741274','lily','fajar','2016-04-14'),
('593204','teratai','dewi','2011-09-09'),
('272441','anggrek','eka','2015-02-24'),
('438240','mawar','hendra','2012-09-09'),
('981903','melati','eka','2019-01-26'),
('592794','melati','eka','2011-10-19'),
('012103','kenanga','nanda','2021-12-31'),
('564555','teratai','gita','2018-06-13'),
('050991','sakura','tono','2012-02-20'),
('550330','cempaka','lia','2018-11-21'),
('441040','bougenville','joko','2018-06-14'),
('637484','anggrek','nanda','2017-09-23'),
('120089','lily','mira','2022-07-09'),
('496595','melati','budi','2020-04-03'),
('202362','bougenville','gita','2012-08-12'),
('223420','melati','mira','2016-09-03'),
('016510','sakura','budi','2020-04-07'),
('781794','bougenville','kartika','2011-09-25'),
('709748','melati','vina','2010-09-17'),
('512348','teratai','kartika','2010-02-09'),
('197543','melati','gita','2011-01-28'),
('227736','kenanga','fajar','2018-07-07'),
('748330','bougenville','mira','2019-05-31'),
('704527','bougenville','eka','2012-02-12'),
('246108','melati','sari','2018-02-16'),
('516886','mawar','nanda','2020-10-11'),
('202891','teratai','eka','2015-06-21'),
('918567','mawar','joko','2018-02-06'),
('032393','kenanga','ayu','2015-04-15'),
('954796','kenanga','wawan','2018-11-14'),
('759739','flamboyan','fajar','2017-05-31'),
('502965','cempaka','kartika','2019-05-08'),
('071417','mawar','eka','2017-09-28'),
('524725','sakura','eka','2012-04-07'),
('586822','melati','budi','2025-10-29'),
('339689','flamboyan','wawan','2024-11-28'),
('971075','melati','budi','2010-03-14'),
('160829','sakura','indah','2014-07-18'),
('985660','melati','citra','2010-05-25'),
('642877','kenanga','kartika','2017-10-20'),
('935037','flamboyan','rudi','2012-02-02'),
('362605','lily','sari','2025-08-07'),
('607854','lily','lia','2023-12-23'),
('986794','kenanga','utami','2015-10-19'),
('334835','flamboyan','citra','2023-02-06'),
('579650','teratai','nanda','2012-02-16'),
('121944','sakura','fajar','2021-05-26'),
('153538','teratai','budi','2023-04-21'),
('872093','flamboyan','tono','2022-11-25'),
('536514','anggrek','nanda','2023-12-13'),
('675248','lily','eka','2016-03-11'),
('763750','melati','eka','2011-07-31'),
('156680','lily','indah','2015-12-20'),
('868714','cempaka','tono','2015-09-17'),
('710901','bougenville','kartika','2024-09-14'),
('770310','anggrek','wawan','2019-10-26'),
('954171','flamboyan','indah','2018-01-22'),
('444488','flamboyan','gita','2013-10-01'),
('458600','anggrek','hendra','2022-03-22'),
('835518','bougenville','hendra','2023-06-22'),
('718797','mawar','fajar','2012-06-18'),
('343296','kenanga','joko','2023-09-05'),
('496058','cempaka','citra','2019-08-24'),
('962963','kenanga','rudi','2019-03-11'),
('438647','bougenville','utami','2018-03-21'),
('992606','bougenville','tono','2025-05-26'),
('542715','lily','vina','2020-12-22'),
('201005','teratai','tono','2012-11-06'),
('310544','sakura','indah','2013-03-04'),
('010956','bougenville','kartika','2014-07-05'),
('988104','lily','utami','2021-05-11'),
('724704','bougenville','fajar','2010-08-06'),
('269134','teratai','joko','2012-09-19'),
('970652','flamboyan','wawan','2022-06-10'),
('354262','mawar','fajar','2010-09-11'),
('704189','anggrek','vina','2010-02-04'),
('259420','kenanga','budi','2017-04-10'),
('347067','kenanga','fajar','2019-01-01'),
('118237','mawar','hendra','2024-07-04'),
('376200','kenanga','gita','2012-12-11'),
('182891','cempaka','kartika','2024-04-23'),
('118049','lily','lia','2019-07-15'),
('561237','mawar','ayu','2019-08-11'),
('178156','kenanga','tono','2020-10-06'),
('546005','sakura','gita','2018-10-25'),
('606568','teratai','ayu','2022-06-23'),
('817874','anggrek','indah','2018-05-15'),
('765766','teratai','joko','2022-06-27'),
('672662','melati','sari','2020-09-28'),
('255876','cempaka','gita','2012-07-05'),
('340985','lily','dewi','2015-10-08'),
('331967','melati','nanda','2013-11-28'),
('106558','bougenville','lia','2018-07-05'),
('630356','teratai','eka','2013-07-07'),
('393007','lily','gita','2016-04-01'),
('561202','sakura','utami','2017-04-22'),
('488917','mawar','hendra','2024-09-13'),
('251001','melati','sari','2019-12-30'),
('214292','cempaka','mira','2024-10-12'),
('868105','cempaka','gita','2023-08-24'),
('960403','bougenville','sari','2022-11-04'),
('205817','bougenville','nanda','2011-04-23'),
('661638','lily','wawan','2024-12-04'),
('837889','teratai','tono','2017-06-27'),
('810000','flamboyan','joko','2022-11-23'),
('533141','teratai','wawan','2025-12-13'),
('233179','teratai','utami','2011-07-14'),
('754023','kenanga','hendra','2021-07-08'),
('907700','teratai','indah','2013-05-23'),
('166717','kenanga','mira','2011-06-15'),
('265148','bougenville','dewi','2015-04-03'),
('714020','cempaka','tono','2017-02-01'),
('518571','flamboyan','nanda','2018-09-18'),
('531339','mawar','rudi','2023-09-08'),
('468758','sakura','kartika','2014-07-07'),
('474230','mawar','ayu','2019-05-11'),
('321416','kenanga','rudi','2019-10-10'),
('418679','flamboyan','vina','2023-06-14'),
('707844','anggrek','gita','2025-02-13'),
('747765','kenanga','sari','2010-06-30'),
('417890','anggrek','wawan','2018-03-06'),
('884381','mawar','fajar','2022-08-23'),
('320511','kenanga','wawan','2016-04-26'),
('608510','teratai','lia','2015-11-13'),
('095302','teratai','nanda','2022-12-05'),
('091155','cempaka','lia','2019-02-26'),
('836387','teratai','rudi','2016-01-22'),
('198123','anggrek','rudi','2018-04-10'),
('066377','melati','wawan','2017-04-02'),
('388858','flamboyan','gita','2010-10-16'),
('673595','sakura','wawan','2015-09-17'),
('605409','bougenville','gita','2022-03-24'),
('658654','lily','mira','2023-09-05'),
('648370','sakura','joko','2014-04-21'),
('573797','kenanga','joko','2014-08-18'),
('451516','flamboyan','sari','2013-01-25'),
('772192','cempaka','dewi','2013-10-03'),
('368842','lily','wawan','2013-08-18'),
('071267','bougenville','sari','2025-02-27'),
('628522','melati','vina','2010-08-27'),
('919891','melati','dewi','2013-03-16'),
('163900','teratai','joko','2014-11-27'),
('608839','kenanga','joko','2024-09-05'),
('330374','anggrek','wawan','2011-11-12'),
('875830','melati','nanda','2011-06-01'),
('138047','anggrek','citra','2014-01-30'),
('261421','kenanga','joko','2024-04-02'),
('881406','kenanga','dewi','2018-03-22'),
('952717','mawar','ayu','2018-01-14'),
('027934','cempaka','budi','2012-06-24'),
('510361','cempaka','utami','2010-12-19'),
('105658','sakura','nanda','2021-03-22'),
('014912','flamboyan','gita','2022-08-20'),
('806819','sakura','rudi','2018-03-14'),
('810657','anggrek','fajar','2015-12-21'),
('359632','melati','sari','2014-03-09'),
('814909','flamboyan','wawan','2025-06-22'),
('300900','teratai','utami','2020-12-01'),
('904350','flamboyan','lia','2021-12-27'),
('405040','flamboyan','fajar','2017-03-31'),
('518311','mawar','budi','2020-05-09'),
('252804','bougenville','indah','2021-09-03'),
('260669','bougenville','kartika','2021-04-29'),
('363780','kenanga','gita','2015-08-27'),
('427118','anggrek','fajar','2022-03-09'),
('179655','cempaka','indah','2013-08-19'),
('287110','mawar','gita','2021-10-16'),
('678657','cempaka','ayu','2018-03-19'),
('612636','flamboyan','mira','2015-08-30'),
('897688','teratai','eka','2023-11-19'),
('749547','bougenville','ayu','2013-04-26'),
('595442','bougenville','mira','2011-01-02'),
('461596','melati','indah','2011-05-23'),
('829714','flamboyan','fajar','2017-04-28'),
('970266','bougenville','mira','2023-11-06'),
('530560','flamboyan','citra','2011-08-22'),
('192736','sakura','utami','2016-07-14'),
('252353','mawar','fajar','2024-04-03'),
('916750','kenanga','eka','2012-07-07'),
('573953','sakura','ayu','2011-02-12'),
('981874','kenanga','indah','2025-04-25'),
('706786','sakura','nanda','2014-07-03'),
('748970','cempaka','rudi','2011-11-10'),
('546991','flamboyan','wawan','2022-06-26'),
('158709','lily','fajar','2017-08-05'),
('321874','lily','gita','2024-08-12'),
('960961','kenanga','mira','2010-05-26'),
('591271','teratai','tono','2012-09-09'),
('532719','melati','kartika','2015-10-05'),
('300293','kenanga','gita','2018-06-01'),
('902737','teratai','kartika','2025-05-31'),
('102494','anggrek','eka','2012-07-25'),
('215949','kenanga','nanda','2023-03-24'),
('007825','cempaka','budi','2013-01-25'),
('791653','mawar','ayu','2025-06-06'),
('872576','lily','hendra','2017-08-22'),
('566949','mawar','vina','2014-03-24'),
('064830','sakura','sari','2017-10-05'),
('607930','cempaka','dewi','2012-11-18'),
('605791','mawar','lia','2024-09-04'),
('902092','bougenville','eka','2011-03-16'),
('904323','sakura','wawan','2025-07-13'),
('862918','anggrek','sari','2017-12-08'),
('382957','cempaka','rudi','2013-05-03'),
('748260','sakura','hendra','2014-06-14'),
('097064','bougenville','kartika','2022-12-06'),
('711489','anggrek','mira','2025-09-01'),
('043262','sakura','hendra','2021-04-10'),
('938373','teratai','dewi','2021-08-16'),
('182975','lily','hendra','2025-03-27'),
('270817','teratai','mira','2025-01-13'),
('811692','bougenville','vina','2013-03-03'),
('243702','mawar','kartika','2018-01-31'),
('591530','anggrek','dewi','2011-08-21'),
('811840','sakura','utami','2017-11-07'),
('355881','cempaka','kartika','2025-08-23'),
('294928','melati','hendra','2021-12-03'),
('148914','lily','gita','2023-08-29'),
('438946','lily','wawan','2022-01-05'),
('797408','teratai','indah','2016-10-27'),
('444058','sakura','indah','2023-06-19'),
('178269','mawar','sari','2024-01-13'),
('211782','sakura','indah','2018-03-15'),
('942927','sakura','kartika','2018-04-03'),
('776610','kenanga','hendra','2021-05-03'),
('535151','anggrek','sari','2017-01-12'),
('456764','lily','fajar','2013-12-20'),
('263259','teratai','ayu','2014-01-10'),
('191637','lily','kartika','2022-11-08'),
('348996','flamboyan','joko','2016-10-02'),
('208977','mawar','rudi','2010-09-07'),
('203584','kenanga','sari','2012-06-06'),
('829035','mawar','budi','2013-01-30'),
('653464','cempaka','tono','2025-12-03'),
('340260','bougenville','wawan','2022-09-29'),
('658082','kenanga','gita','2020-04-10'),
('771332','cempaka','eka','2018-04-04'),
('995850','cempaka','vina','2020-09-09'),
('942971','sakura','tono','2016-09-23'),
('164638','sakura','gita','2016-07-19'),
('827363','anggrek','mira','2018-08-26'),
('191192','flamboyan','tono','2019-05-14'),
('506860','melati','fajar','2019-04-12'),
('026874','anggrek','sari','2013-04-18'),
('470864','anggrek','fajar','2017-03-21'),
('025384','cempaka','utami','2018-03-29'),
('364545','flamboyan','gita','2023-12-26'),
('948472','teratai','fajar','2024-09-01'),
('064015','sakura','tono','2022-05-17'),
('343066','sakura','eka','2015-04-25'),
('649436','bougenville','kartika','2013-11-24'),
('929342','anggrek','wawan','2018-07-12'),
('946172','sakura','dewi','2019-10-13'),
('915741','flamboyan','budi','2012-02-13'),
('161912','mawar','rudi','2024-04-20'),
('392177','cempaka','wawan','2019-12-17'),
('129339','cempaka','budi','2022-08-16'),
('774126','teratai','nanda','2011-11-26'),
('751946','cempaka','utami','2014-07-02'),
('616600','anggrek','vina','2017-08-27'),
('560442','cempaka','citra','2015-08-31'),
('056649','anggrek','gita','2015-10-20'),
('720714','teratai','vina','2024-02-01'),
('622928','anggrek','tono','2021-07-03'),
('155054','sakura','ayu','2018-07-02'),
('638320','lily','tono','2010-10-10'),
('349287','mawar','indah','2015-09-24'),
('200642','bougenville','budi','2017-11-03'),
('847942','kenanga','kartika','2023-04-03'),
('057771','mawar','citra','2012-03-25'),
('575371','cempaka','vina','2014-01-29'),
('568657','kenanga','rudi','2018-05-09'),
('215255','teratai','lia','2011-04-29'),
('924561','kenanga','utami','2017-01-06'),
('439738','kenanga','fajar','2012-12-20'),
('257146','melati','citra','2022-01-09'),
('763411','melati','hendra','2017-11-18'),
('063497','lily','hendra','2019-11-18'),
('958132','melati','dewi','2020-07-15'),
('608359','sakura','budi','2013-05-19'),
('140773','lily','joko','2012-04-06'),
('819959','flamboyan','fajar','2013-01-13'),
('463272','flamboyan','indah','2015-04-24'),
('245069','bougenville','tono','2010-03-09'),
('236404','teratai','indah','2014-04-14'),
('987845','sakura','wawan','2013-04-04'),
('766884','teratai','nanda','2018-11-13'),
('079457','cempaka','utami','2010-04-18'),
('018362','melati','joko','2025-07-03'),
('004568','sakura','kartika','2015-06-15'),
('937814','sakura','mira','2021-04-30'),
('782555','mawar','indah','2011-12-20'),
('634646','lily','sari','2015-03-19'),
('285563','cempaka','gita','2017-07-23'),
('392599','teratai','nanda','2023-10-17'),
('338461','cempaka','citra','2010-02-25'),
('635444','cempaka','dewi','2021-06-18'),
('054219','bougenville','nanda','2017-09-15'),
('278142','lily','ayu','2017-06-28'),
