INSERT into siswa (id_siswa, nama_siswa, tanggal_lahir, kelamin) VALUES
('580803','kartika','2014-04-20','P'),
('184672','dewi','2006-02-09','P'),
('485505','joko','2015-09-02','L'),
('918335','tono','2009-10-21','P'),
('864249','agus','2007-03-18','L'),
('705048','budi','2010-11-26','L'),
('927778','tono','2010-06-12','P'),
('268413','farah','2012-09-10','L'),
('334278','hendra','2012-03-24','P'),
('882248','vina','2007-10-23','P'),
('927492','lia','2014-06-04','P'),
('578851','lutfi','2011-11-08','L'),
('127042','fajar','2015-01-03','L'),
('615199','utami','2012-10-22','L'),
('090644','dewi','2013-01-12','P'),
('070217','budi','2007-05-19','P'),
('523460','eka','2005-12-26','L'),
('696987','sinta','2015-06-15','P'),
('332138','ayu','2012-05-18','P'),
('371755','citra','2006-04-10','L'),
('259943','budi','2013-09-13','P'),
('491439','zahra','2006-07-23','P'),
('498378','nanda','2015-09-18','L'),
('849571','rina','2013-01-21','P'),
('046534','wawan','2007-12-15','L'),
('251552','mira','2010-06-26','P'),
('220588','lia','2009-02-06','P'),
('203643','sari','2015-02-02','P'),
('040859','putri','2007-11-19','L'),
('364426','utami','2005-09-03','P'),
('945948','fajar','2009-11-25','L'),
('307634','gita','2015-03-02','L'),
('293478','rina','2015-07-24','P'),
('145848','sari','2010-08-31','L'),
('525447','kartika','2013-05-03','L'),
('425683','citra','2014-10-21','P'),
('241963','farah','2010-11-05','P'),
('828840','rudi','2007-01-26','P'),
('095392','citra','2009-07-22','L'),
('081959','hendra','2006-09-06','L'),
('533628','gita','2012-07-05','L'),
('148880','kartika','2015-04-01','P'),
('308667','zahra','2007-08-15','L'),
('446191','utami','2014-04-07','P'),
('721422','farah','2012-09-30','P'),
('073933','nanda','2012-06-25','P'),
('658011','dewi','2013-01-31','L'),
('793974','rudi','2015-08-27','P'),
('935258','fajar','2007-07-04','P'),
('335396','eka','2009-10-15','L'),
('849476','indah','2008-02-28','P'),
('933462','yoga','2010-02-23','P'),
('372665','sinta','2007-07-29','P'),
('336936','joko','2015-03-03','L'),
('845074','lutfi','2012-03-26','L'),
('418550','indah','2013-11-28','L'),
('084560','eka','2015-05-26','P'),
('050151','rina','2005-12-10','L'),
('992457','vina','2009-04-17','P'),
('284782','agus','2011-11-06','L'),
('578627','kartika','2005-06-02','P'),
('601598','vina','2006-08-16','L'),
('985352','sari','2007-03-01','L'),
('591483','agus','2013-09-26','L'),
('533806','farah','2008-06-16','P'),
('896490','sari','2013-07-21','P'),
('236324','rina','2008-09-21','L'),
('778920','sari','2015-12-21','P'),
('629629','hendra','2015-08-29','L'),
('977106','eka','2015-10-14','L'),
('661608','budi','2008-10-17','L'),
('199073','rudi','2013-11-06','P'),
('925298','zahra','2014-11-08','L'),
('499002','zahra','2011-03-30','P'),
('118543','zahra','2014-08-24','L'),
('241876','rina','2014-02-23','L'),
('750365','nanda','2015-09-06','L'),
('599755','nanda','2007-01-09','L'),
('601619','sinta','2005-01-13','P'),
('961882','sinta','2009-01-18','P'),
('280257','mira','2015-11-26','L'),
('851193','rudi','2015-01-29','L'),
('034907','lutfi','2014-06-17','L'),
('957795','hendra','2009-11-18','P'),
('108082','citra','2007-08-03','L'),
('927865','tono','2011-02-22','P'),
('955867','budi','2005-04-12','P'),
('687431','nanda','2012-03-10','L'),
('300454','fajar','2014-07-07','P'),
('838988','yoga','2010-01-10','P'),
('549997','joko','2015-03-29','L'),
('025408','agus','2005-05-26','L'),
('586138','budi','2011-11-23','L'),
('835120','sari','2014-09-12','P'),
('635051','putri','2008-05-12','P'),
('675862','mira','2011-07-02','L'),
('023089','wawan','2011-02-25','L'),
('940381','sari','2014-07-14','P'),
('227019','fajar','2013-08-09','P'),
('357658','joko','2013-05-01','L'),
('710111','zahra','2011-11-26','P'),
('435876','mira','2009-09-27','L'),
('313680','kartika','2014-10-05','P'),
('571157','budi','2005-05-08','P'),
('418481','sinta','2007-10-08','L'),
('900571','tono','2010-01-09','P'),
('685219','utami','2005-02-19','P'),
('571548','gita','2008-10-17','L'),
('032257','rizky','2006-10-29','P'),
('480235','lutfi','2008-05-02','L'),
('239457','rudi','2007-10-25','L'),
('912991','yoga','2014-01-04','L'),
('324697','fajar','2010-11-16','P'),
('508331','agus','2006-09-20','L'),
('131808','nanda','2013-12-31','P'),
('539035','gita','2010-09-24','P'),
('665112','yoga','2014-09-09','P'),
('756369','sinta','2007-11-16','P'),
('926641','nanda','2010-10-06','P'),
('473652','dewi','2007-01-21','L'),
('399093','gita','2006-09-06','P'),
('990891','yoga','2008-06-17','L'),
('176878','utami','2014-12-24','L'),
('037912','budi','2005-01-14','P'),
('562434','nanda','2011-12-03','L'),
('636717','gita','2015-04-13','L'),
('731068','rudi','2013-02-13','L'),
('720712','citra','2011-11-18','L'),
('462056','hendra','2006-01-23','P'),
('617775','gita','2006-11-27','L'),
('678851','yoga','2005-10-02','P'),
('184957','nanda','2005-08-08','P'),
('125952','utami','2014-09-03','P'),
('679386','dewi','2011-11-13','L'),
('678172','indah','2008-01-11','P'),
('600296','ayu','2012-10-04','L'),
('939003','kartika','2015-09-19','P'),
('993122','lutfi','2012-01-15','L'),
('159013','gita','2012-07-06','L'),
('676385','kartika','2005-04-07','L'),
('647050','ayu','2008-11-26','L'),
('359054','lia','2010-11-28','L'),
('216627','farah','2014-11-22','P'),
('040409','ayu','2011-03-23','P'),
('418420','utami','2012-03-31','L'),
('135579','joko','2010-02-21','P'),
('808516','rizky','2012-11-21','L'),
('159636','nanda','2007-08-15','L'),
('780848','mira','2013-01-01','L'),
('452779','rudi','2010-06-27','L'),
('319005','rizky','2012-01-22','L'),
('833153','zahra','2007-11-29','L'),
('015475','eka','2014-10-31','L'),
('007371','sinta','2014-07-27','L'),
('480071','agus','2012-05-29','L'),
('326657','mira','2012-02-03','L'),
('740420','putri','2005-11-07','L'),
('854271','tono','2012-01-19','P'),
('680243','hendra','2008-05-07','P'),
('896136','bayu','2005-10-12','P'),
('916350','ayu','2006-04-08','P'),
('422175','budi','2006-12-06','P'),
('799586','fajar','2008-07-09','P'),
('489286','mira','2009-10-02','L'),
('233260','budi','2012-01-07','P'),
('880193','rina','2014-12-30','L'),
('613831','budi','2008-12-17','P'),
('930329','fajar','2015-12-22','P'),
('703975','citra','2008-11-14','P'),
('173899','rizky','2015-09-30','P'),
('260628','rina','2015-03-19','L'),
('803986','gita','2006-11-26','L'),
('428957','lutfi','2013-11-09','P'),
('851826','agus','2008-10-16','L'),
('388558','mira','2005-11-12','L'),
('287823','joko','2014-04-07','L'),
('460670','mira','2011-10-19','P'),
('517132','hendra','2014-07-06','L'),
('014029','rina','2010-06-21','L'),
('141302','rina','2011-07-29','P'),
('077754','joko','2012-01-22','L'),
('235624','putri','2012-01-01','L'),
('545739','nanda','2015-10-06','L'),
('549592','sinta','2011-02-15','P'),
('160151','hendra','2015-02-26','P'),
('901274','vina','2006-12-21','P'),
('214184','sinta','2007-02-11','P'),
('603983','rizky','2008-01-30','L'),
('466229','rizky','2005-09-19','P'),
('462532','ayu','2014-03-09','P'),
('545015','gita','2015-11-19','L'),
('361342','agus','2008-05-19','L'),
('965177','ayu','2012-11-21','L'),
('823580','utami','2007-12-23','L'),
('847486','indah','2014-08-30','L'),
('170524','fajar','2013-02-02','L'),
('752794','rudi','2012-04-16','L'),
('608276','fajar','2007-02-06','L'),
('817673','wawan','2008-04-26','P'),
('754295','sinta','2013-07-12','L'),
('560408','lutfi','2005-05-05','L'),
('508319','rina','2005-03-30','L'),
('355103','yoga','2014-12-25','L'),
('836942','ayu','2012-12-24','L'),
('047271','citra','2008-01-07','P'),
('277127','joko','2015-06-02','P'),
('154725','tono','2006-08-31','P'),
('539958','joko','2009-08-20','P'),
('352033','sinta','2011-11-19','P'),
('521262','joko','2012-07-01','L'),
('618828','yoga','2014-12-06','L'),
('439293','eka','2012-06-24','P'),
('073923','putri','2007-09-02','L'),
('183296','joko','2011-06-19','L'),
('564138','wawan','2009-04-20','L'),
('767612','lia','2012-11-17','P'),
('625664','citra','2015-01-13','L'),
('628518','utami','2008-01-14','P'),
('673142','joko','2006-03-14','L'),
('659972','hendra','2015-10-22','P'),
('986153','lutfi','2009-03-09','L'),
('772075','joko','2005-05-17','P'),
('833318','rina','2009-11-09','P'),
('633025','farah','2010-12-10','P'),
('838049','nanda','2010-05-27','P'),
('301485','indah','2013-03-02','P'),
('992672','indah','2015-08-11','P'),
('853726','eka','2006-10-06','P'),
('781207','lutfi','2005-04-21','L'),
('295642','gita','2006-11-25','L'),
('639909','hendra','2014-06-20','L'),
('418185','dewi','2008-01-21','P'),
('388415','farah','2014-09-30','P'),
('103317','kartika','2009-04-10','P'),
('058884','dewi','2007-12-01','L'),
('345332','indah','2008-04-01','P'),
('624839','yoga','2005-07-23','L'),
('974471','gita','2009-09-26','L'),
('294425','agus','2007-10-09','P'),
('947204','lia','2014-01-28','L'),
('252230','hendra','2012-06-16','P'),
('857282','sari','2010-12-30','P'),
('305308','indah','2015-02-02','P'),
('875818','wawan','2011-11-08','P'),
('077125','sinta','2005-11-10','P'),
('954625','wawan','2008-06-19','L'),
('965520','rudi','2013-10-05','P'),
('280163','lia','2015-02-19','L'),
('820686','indah','2013-01-29','P'),
('866772','nanda','2013-10-29','L'),
('609132','lutfi','2013-11-07','P'),
('294989','gita','2014-12-14','L'),
('000733','tono','2015-12-28','P'),
('327378','lia','2012-01-18','P'),
('080445','eka','2013-02-14','P'),
('371198','indah','2014-06-09','L'),
('285838','bayu','2013-03-14','P'),
('288190','joko','2012-10-27','P'),
('184858','ayu','2006-07-24','P'),
('431473','agus','2005-06-10','L'),
('547361','farah','2005-08-30','P'),
('813854','sari','2006-02-02','P'),
('303174','joko','2007-02-02','P'),
('879652','sari','2008-05-20','P'),
('505322','budi','2012-11-01','P'),
('600835','gita','2006-07-18','P'),
('453325','yoga','2009-10-09','L'),
('225590','lia','2012-03-11','P'),
('577013','bayu','2015-09-28','L'),
('290511','agus','2011-04-26','P'),
('072703','nanda','2009-05-11','P'),
('892161','farah','2014-08-24','L'),
('832080','kartika','2007-02-28','L'),
('398095','yoga','2011-04-13','L'),
('898453','hendra','2011-07-04','L'),
('173586','putri','2007-08-28','L'),
('056714','ayu','2013-06-27','P'),
('071474','bayu','2005-09-26','L'),
('783094','nanda','2007-07-07','L'),
('046933','hendra','2013-05-10','L'),
('816133','fajar','2013-10-25','L'),
('811303','rudi','2014-04-29','L'),
('477687','citra','2009-10-12','L'),
('809579','yoga','2005-04-24','L'),
('401362','utami','2015-04-11','P'),
('348937','citra','2007-05-27','L'),
('790192','putri','2013-12-19','L'),
('914599','mira','2010-12-19','L'),
('957508','bayu','2012-07-11','L'),
('884939','joko','2010-02-23','L'),
('493433','joko','2010-05-12','L'),
('055988','hendra','2006-02-03','P'),
('530296','lutfi','2014-06-09','P'),
('794721','putri','2007-05-06','P'),
('410613','yoga','2008-12-17','P'),
('287168','putri','2011-03-27','L'),
('080681','ayu','2005-06-05','P'),
('025934','sari','2010-04-03','L'),
('172670','yoga','2014-03-08','L'),
('042042','rina','2013-10-08','P'),
('759039','ayu','2014-02-25','P'),
('396218','sinta','2006-08-12','P'),
('338854','dewi','2010-12-14','L'),
('649648','citra','2013-05-26','L'),
('119600','mira','2009-06-19','L'),
('530248','utami','2009-05-04','P'),
('789640','citra','2009-10-15','P'),
('400322','rizky','2007-10-22','P'),
('615328','dewi','2008-01-07','L'),
('855084','ayu','2013-06-09','P'),
('538909','wawan','2010-07-11','L'),
('040287','rizky','2012-10-05','P'),
('412595','gita','2009-05-16','P'),
('248051','wawan','2006-05-16','P'),
('981862','putri','2011-03-07','P'),
('593127','fajar','2013-05-15','L'),
('723275','lia','2008-07-14','L'),
('570130','sinta','2015-08-11','P'),
('795508','rina','2009-05-25','P'),
('826534','nanda','2005-10-01','P'),
('680698','rudi','2015-11-17','L'),
('801044','gita','2009-01-10','P'),
('556875','nanda','2013-08-14','L'),
('707013','indah','2007-04-01','P'),
('539866','indah','2010-07-04','P'),
('872177','hendra','2013-10-15','P'),
('478065','hendra','2006-11-15','L'),
('502310','lutfi','2009-08-04','L'),
('819592','gita','2015-09-12','L'),
('507794','yoga','2013-07-01','P'),
('123857','mira','2006-09-07','L'),
('112002','fajar','2005-02-27','P'),
('135591','zahra','2007-02-22','P'),
('379198','farah','2008-12-29','P'),
('716685','lutfi','2008-04-27','P'),
('887777','vina','2011-01-18','P'),
('336519','rina','2005-08-15','L'),
('224983','lutfi','2013-11-01','L'),
('996042','putri','2012-08-12','L'),
('283757','sari','2006-01-23','P'),
('391808','lutfi','2010-10-14','L'),
('656600','mira','2005-11-23','P'),
('641242','sari','2009-01-07','P'),
('507128','rizky','2012-02-19','P'),
('214477','lia','2013-10-14','P'),
('061385','rudi','2006-05-04','P'),
('291055','sari','2015-12-22','P'),
('949123','farah','2006-11-17','L'),
('180408','farah','2007-08-19','L'),
('193196','citra','2009-06-30','L'),
('092178','citra','2010-10-01','P'),
('760998','zahra','2013-05-11','P'),
('435606','vina','2007-01-11','P'),
('072959','lia','2014-06-28','P'),
('676096','yoga','2007-01-23','L'),
('435401','rina','2011-04-24','L'),
('923425','utami','2005-05-08','P'),
('825935','joko','2010-06-08','L'),
('204733','lutfi','2007-01-15','P'),
('232764','ayu','2013-07-13','P'),
('222070','vina','2008-08-10','L'),
('349499','bayu','2008-11-08','L'),
('483216','gita','2006-07-06','P'),
('472152','budi','2005-04-29','P'),
('021603','eka','2008-11-25','L'),
('927831','mira','2006-01-29','L'),
('809863','rudi','2013-09-19','L'),
('197100','rizky','2012-04-27','L'),
('006315','fajar','2006-01-23','P'),
('076218','kartika','2014-05-11','L'),
('119586','wawan','2015-06-19','L'),
('633815','eka','2012-08-23','P'),
('732134','agus','2007-03-09','L'),
('040050','zahra','2013-02-15','L'),
('308795','agus','2013-08-12','P'),
('328482','rina','2014-06-30','L'),
('901285','kartika','2009-10-23','L'),
('466965','lutfi','2015-08-22','L'),
('929836','zahra','2005-12-31','P'),
('896480','utami','2007-12-09','P'),
('470244','hendra','2009-11-09','L'),
('637089','vina','2008-07-02','P'),
('292128','zahra','2012-01-23','P'),
('756269','bayu','2009-09-11','L'),
('160835','hendra','2014-11-01','L'),
('468569','rizky','2013-09-29','P'),
('456258','sinta','2014-09-15','L'),
('968636','dewi','2015-12-18','L'),
('418484','joko','2006-07-09','P'),
('721529','fajar','2007-06-25','L'),
('210233','hendra','2013-03-01','P'),
('670743','vina','2011-09-24','L'),
('550569','gita','2007-06-08','P'),
('242863','rizky','2006-12-17','L'),
('899152','lutfi','2007-02-23','L'),
('772911','rina','2007-02-24','P'),
('544690','vina','2010-09-16','L'),
('317929','lia','2009-08-01','L'),
('863096','wawan','2007-08-26','P'),
('447718','citra','2012-05-27','P'),
('869513','rina','2013-01-22','L'),
('094733','zahra','2012-02-03','P'),
('217967','citra','2013-06-02','L'),
('981066','fajar','2009-07-24','P'),
('005347','rina','2014-03-31','L'),
('988856','yoga','2008-11-07','L'),
('203041','eka','2009-05-20','P'),
('878805','yoga','2007-12-19','P'),
('478952','rudi','2005-01-30','P'),
('778084','sari','2008-12-27','L'),
('146873','nanda','2009-12-12','L'),
('035738','zahra','2012-03-19','P'),
('115231','rina','2015-06-19','P'),
('920780','dewi','2006-04-16','P'),
('376477','bayu','2005-07-21','L'),
('087458','wawan','2006-04-23','P'),
('307123','utami','2009-06-22','L'),
('383032','zahra','2005-09-20','P'),
('810160','vina','2014-07-11','L'),
('805986','putri','2015-02-18','L'),
('397988','fajar','2015-01-10','P'),
('500128','lia','2013-06-01','P'),
('576918','utami','2007-05-20','L'),
('510179','putri','2005-04-07','P'),
('989442','mira','2006-07-29','P'),
('113723','putri','2010-02-22','L'),
('378407','sinta','2013-04-22','L'),
('466143','sari','2011-06-16','P'),
('121984','bayu','2011-06-16','P'),
('223203','lutfi','2013-09-23','L'),
('063882','lia','2007-11-02','L'),
('512232','zahra','2011-11-21','L'),
('881167','yoga','2009-12-08','L'),
('636486','lia','2007-05-24','L'),
('799714','joko','2012-03-18','L'),
('580263','rizky','2014-04-17','P'),
('633796','zahra','2010-09-30','L'),
('016868','ayu','2015-04-08','L'),
('045455','budi','2009-01-04','L'),
('685902','hendra','2014-03-21','P'),
('756225','sari','2012-04-19','P'),
('027858','sinta','2005-04-02','P'),
('899979','rudi','2015-04-03','L'),
('772598','tono','2011-01-10','L'),
('256877','kartika','2009-03-14','L'),
('909283','farah','2009-06-06','P'),
('687063','lia','2015-02-14','L'),
('332255','farah','2006-07-12','P'),
('148137','indah','2012-07-17','L'),
('198597','indah','2012-10-01','P'),
('177999','utami','2011-08-15','L'),
('216315','sari','2015-08-16','L'),
('707350','eka','2007-12-12','P'),
('588348','lutfi','2013-03-21','P'),
('569335','vina','2014-01-16','L'),
('408170','vina','2014-06-06','P'),
('989946','kartika','2005-08-30','L'),
('687305','sinta','2014-09-05','P'),
('268795','wawan','2011-10-12','P'),
('822316','indah','2013-02-25','P'),
('164871','nanda','2009-03-01','L'),
('959789','wawan','2009-03-01','P'),
('546042','farah','2011-09-06','L'),
('528082','rizky','2009-11-11','L'),
('834958','citra','2013-10-10','P'),
('716155','agus','2006-08-06','P'),
('761679','bayu','2009-03-24','P'),
('267760','lia','2012-02-03','L'),
('661346','utami','2007-03-23','P'),
('416990','sinta','2014-06-18','L'),
('650931','farah','2005-11-16','L'),
('177412','lutfi','2007-06-13','L'),
('040997','sinta','2014-03-13','L'),
('961031','citra','2014-11-19','L'),
('141742','sari','2009-03-23','P'),
('207288','hendra','2015-02-28','L'),
('817492','kartika','2009-08-18','L'),
('303883','vina','2013-08-16','L'),
('997686','hendra','2010-02-04','P'),
('345584','rina','2012-06-11','P'),
('447270','lia','2011-04-18','P'),
('685387','mira','2007-01-13','L'),
('340515','sinta','2005-02-02','L'),
('980402','rizky','2009-03-07','P'),
('940883','hendra','2009-08-14','P'),
('609253','rudi','2006-08-05','L'),
('018640','agus','2015-07-15','L'),
('635164','budi','2012-08-07','L'),
('242706','dewi','2005-07-13','P'),
('491451','ayu','2011-11-08','L'),
('553240','vina','2009-03-03','P'),
('458561','wawan','2013-05-16','L'),
('477112','kartika','2008-09-19','L'),
('576274','tono','2011-01-12','P'),
('706861','wawan','2012-07-19','L'),
('537739','vina','2010-01-19','L'),
('079209','vina','2012-12-09','L'),
('199412','lia','2011-03-13','P'),
('591891','sinta','2012-05-18','L'),
('148837','lia','2014-06-18','L'),
('905189','dewi','2012-02-18','P'),
('616163','vina','2009-01-19','P'),
('808106','vina','2014-04-05','P'),
('048891','bayu','2015-05-12','L'),
('487532','nanda','2015-10-29','P'),
('033607','dewi','2015-07-04','P'),
('817473','rizky','2015-06-28','L'),
('030129','lia','2014-11-08','P'),
('235928','gita','2012-11-14','L'),
('064169','sari','2012-02-19','P'),
('265716','wawan','2013-04-17','L'),
('333026','zahra','2010-02-20','P'),
('475585','rina','2009-04-30','P'),
('565479','eka','2005-12-31','P'),
('284311','fajar','2013-11-24','P'),
('768271','rina','2015-04-06','P'),
('496521','bayu','2010-05-31','P'),
('634304','rizky','2007-08-13','P'),
('331200','vina','2005-08-04','P'),
('449527','sinta','2011-11-25','P'),
('445544','agus','2006-08-10','P'),
('234670','gita','2007-03-25','L'),
('789594','tono','2006-05-07','P'),
('297539','yoga','2015-05-20','L'),
('547711','kartika','2007-09-14','P'),
('006863','kartika','2011-02-02','P'),
('785625','yoga','2012-12-14','L'),
('062228','ayu','2007-12-09','L'),
('789362','citra','2015-07-15','L'),
('218080','rina','2005-08-04','L'),
('355343','tono','2006-07-15','P'),
('681071','kartika','2006-04-29','L'),
('058849','utami','2009-06-16','P'),
('032020','fajar','2015-08-27','L'),
('418294','budi','2006-05-13','L'),
('011456','farah','2015-03-08','P'),
('441251','gita','2008-12-29','L'),
('439270','agus','2009-12-19','P'),
('620508','lia','2012-07-09','P'),
('845493','yoga','2005-08-28','L'),
('976310','yoga','2012-06-04','P'),
('079668','lutfi','2014-03-17','P'),
('370367','rudi','2015-06-27','P'),
('571512','kartika','2015-07-06','P'),
('477699','rizky','2012-10-29','P'),
('160935','yoga','2014-11-02','L'),
('718268','kartika','2015-07-23','L'),
('191681','rudi','2009-06-08','L'),
('613452','tono','2007-12-31','P'),
('473715','dewi','2014-05-08','L'),
('898421','putri','2012-07-29','P'),
('281014','hendra','2013-12-13','L'),
('597920','zahra','2015-10-10','L'),
('818932','citra','2015-07-19','P'),
('268894','ayu','2014-10-19','L'),
('031863','farah','2007-04-14','P'),
('722587','kartika','2008-01-29','L'),
('328834','indah','2008-06-30','P'),
('719400','nanda','2009-06-12','L'),
('515114','hendra','2012-12-01','P'),
('235348','rina','2013-03-05','L'),
('714387','rina','2010-05-25','L'),
('911589','rudi','2012-11-24','P'),
('392967','lia','2012-06-13','P'),
('946204','kartika','2011-08-03','P'),
('119669','agus','2013-01-17','L'),
('501889','eka','2007-08-21','P'),
('959955','agus','2014-05-16','L'),
('510098','farah','2013-06-30','L'),
('338395','rina','2015-10-18','L'),
('844035','mira','2012-04-19','P'),
('661354','utami','2010-07-19','L'),
('172181','joko','2011-04-24','L'),
('209875','kartika','2015-06-27','L'),
('900282','utami','2008-03-18','L'),
('702375','zahra','2014-11-28','L'),
('843227','yoga','2014-10-25','L'),
('384326','hendra','2005-11-26','L'),
('174803','nanda','2013-01-02','L'),
('939529','sinta','2006-01-01','P'),
('094591','kartika','2014-07-02','L'),
('648702','nanda','2014-12-19','P'),
('837492','nanda','2015-04-02','L'),
('143548','bayu','2007-12-26','P'),
('732797','farah','2005-11-29','L'),
('608939','agus','2013-07-28','L'),
('987261','yoga','2013-12-27','P'),
('786421','rizky','2008-03-25','P'),
('460745','sari','2007-09-18','P'),
('687032','rizky','2009-10-11','P'),
('766036','eka','2009-08-22','L'),
('072849','sari','2005-11-17','P'),
('212981','kartika','2011-01-01','P'),
('549947','rizky','2006-12-22','P'),
('403991','nanda','2014-03-18','L'),
('948542','utami','2010-11-06','P'),
('934435','rizky','2015-04-06','L'),
('270754','indah','2015-02-28','L'),
('511594','agus','2007-06-27','P'),
('418326','sari','2011-02-04','P'),
('072059','agus','2012-09-30','P'),
('358810','sinta','2015-08-22','L'),
('627012','dewi','2009-02-28','L'),
('531336','rizky','2013-12-25','P'),
('717455','putri','2014-04-28','P'),
('780757','joko','2009-09-19','P'),
('297915','tono','2005-09-22','P'),
('729229','farah','2008-05-02','P'),
('054384','hendra','2008-11-09','P'),
('281643','nanda','2015-09-05','P'),
('087646','utami','2006-07-19','L'),
('658145','joko','2012-08-20','L'),
('068990','sari','2009-10-15','L'),
('755225','kartika','2010-04-21','L'),
('965367','fajar','2011-07-05','P'),
('863714','bayu','2011-09-29','L'),
('774161','dewi','2013-10-09','P'),
('975593','eka','2012-05-02','P'),
('322214','tono','2011-07-07','P'),
('099352','rudi','2014-10-14','P'),
('875964','budi','2014-10-13','L'),
('143139','sinta','2014-12-12','L'),
('465812','eka','2011-10-04','L'),
('570893','citra','2014-04-05','L'),
('593586','yoga','2011-03-17','L'),
('351534','rudi','2013-08-23','L'),
('094697','utami','2009-04-18','P'),
('896475','hendra','2012-10-31','P'),
('495893','joko','2010-07-04','L'),
('976520','tono','2011-12-25','P'),
('723706','zahra','2006-10-07','L'),
('028077','joko','2007-04-21','L'),
('913185','sinta','2005-11-26','L'),
('050204','dewi','2007-10-20','L'),
('759540','agus','2011-12-24','P'),
('746914','rudi','2013-08-30','L'),
('435362','lutfi','2011-05-27','L'),
('838731','eka','2005-02-17','L'),
('001680','tono','2012-03-18','L'),
('319960','joko','2006-09-01','P'),
('745576','lia','2009-09-23','L'),
('391416','mira','2007-08-22','L'),
('202687','lutfi','2012-04-15','L'),
('999031','nanda','2007-12-30','P'),
('845089','farah','2012-07-02','P'),
('023921','budi','2009-04-26','P'),
('571880','lutfi','2014-07-20','P'),
('994845','mira','2007-10-17','L'),
('547058','sinta','2006-07-16','L'),
('676025','lutfi','2014-08-22','P'),
('866650','vina','2005-04-22','P'),
('850105','hendra','2010-06-22','P'),
('458882','indah','2014-10-30','L'),
('899768','lutfi','2013-03-28','L'),
('909866','rudi','2014-07-23','P'),
('783262','rudi','2011-07-09','P'),
('685404','rina','2007-02-22','L'),
('537186','hendra','2015-09-24','L'),
('335495','fajar','2011-07-24','L'),
('512939','bayu','2007-03-05','P'),
('328966','utami','2005-03-19','P'),
('098136','farah','2010-05-20','L'),
('177861','bayu','2006-11-21','P'),
('060684','dewi','2009-01-04','L'),
('611136','rudi','2012-10-30','L'),
('849240','rizky','2011-10-11','L'),
('377989','sari','2014-10-23','P'),
('474509','nanda','2005-01-15','L'),
('547033','vina','2014-06-14','L'),
('463882','lia','2015-04-12','L'),
('631390','sinta','2005-08-20','P'),
('204082','rudi','2015-12-30','L'),
('490454','budi','2009-05-14','P'),
('194744','bayu','2014-11-05','L'),
('535461','wawan','2009-06-10','L'),
('583321','vina','2015-05-30','L'),
('386499','lutfi','2006-09-20','L'),
('006056','gita','2011-04-09','P'),
('397340','lia','2005-09-16','P'),
('741216','agus','2006-11-04','P'),
('408485','utami','2006-12-16','P'),
('715576','eka','2015-06-29','P'),
('744172','lutfi','2008-02-18','P'),
('574895','budi','2008-12-14','P'),
('194180','eka','2013-02-04','P'),
('402925','agus','2005-01-21','L'),
('412307','joko','2015-07-13','P'),
('821577','putri','2008-11-23','L'),
('636897','rizky','2011-01-26','P'),
('137001','kartika','2006-05-16','P'),
('323748','nanda','2008-07-02','L'),
('081099','citra','2015-05-16','P'),
('787979','lia','2011-04-01','L'),
('229025','ayu','2006-12-02','P'),
('339693','lutfi','2007-07-13','L'),
('897378','sinta','2014-09-04','P'),
('030986','wawan','2008-07-13','L'),
('793289','joko','2010-04-07','L'),
('916518','utami','2005-05-29','P'),
('115725','bayu','2008-04-02','L'),
('698555','mira','2012-03-07','P'),
('930780','mira','2013-03-26','P'),
('200358','gita','2007-11-29','L'),
('178848','joko','2013-02-02','P'),
('608918','wawan','2009-12-01','P'),
('638208','mira','2010-11-09','L'),
('077728','farah','2006-09-29','L'),
('438396','lia','2011-05-01','P'),
('646618','zahra','2006-07-18','P'),
('858940','indah','2013-10-27','L'),
('139855','wawan','2015-10-19','L'),
('317845','rina','2015-02-11','P'),
('573776','zahra','2013-09-17','L'),
('702102','putri','2015-05-18','P'),
('413214','sari','2012-01-30','P'),
('946042','sinta','2008-12-12','P'),
('028522','rina','2015-01-21','P'),
('821071','kartika','2007-06-12','L'),
('109003','lia','2012-04-21','P'),
('997030','putri','2006-08-23','L'),
('796858','sinta','2005-05-02','P'),
('770305','wawan','2007-10-04','L'),
('696040','budi','2006-08-25','L'),
('327750','rudi','2008-04-02','P'),
('160031','indah','2007-07-30','L'),
('354871','dewi','2013-02-11','P'),
('985379','vina','2008-04-23','L'),
('254543','utami','2013-12-06','L'),
('445808','rina','2014-07-27','P'),
('344015','fajar','2007-04-14','P'),
('921145','gita','2007-01-11','P'),
('686690','bayu','2015-05-31','L'),
('123771','putri','2009-02-03','L'),
('546397','mira','2007-12-06','P'),
('329593','agus','2009-10-13','P'),
('612474','bayu','2008-06-09','L'),
('845285','agus','2012-04-24','L'),
('399991','dewi','2006-08-10','P'),
('668111','gita','2007-09-22','P'),
('735994','joko','2009-02-03','L'),
('631369','gita','2007-03-29','L'),
('862033','zahra','2006-12-21','L'),
('439681','citra','2015-03-23','P'),
('867560','fajar','2011-09-16','L'),
('078139','wawan','2010-01-07','P'),
('670921','utami','2007-09-01','L'),
('424365','sinta','2013-11-18','L'),
('122661','eka','2010-07-28','P'),
('333825','yoga','2008-09-06','L'),
('248391','vina','2013-09-02','P'),
('298253','indah','2015-06-26','P'),
('330205','sinta','2012-03-01','P'),
('270030','hendra','2011-09-09','L'),
